# GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1 中的 order_id 为工单编号，修改工单编号便可以查看对应的工单详情
GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1
Host: twaudit.hngsetc.com
      "SPLITPROVINCE": "",
      "CPUVEHICLEPLATE": "湘A91230D_5",
      "PROVFEE": 0,
      "VEHICLETYPE": 15,
      "ACTUALFEECLASS": null,
      "EXTIME": "2026-04-22 03:21:38",
      "FEEBOARDPLAY": null,
      "OBUVEHICLEPLATE": "湘A91230D_5",
      "STATIONTIMEFLAG": "2026-04-22 03:21:40",
      "MEDIATYPE": 1,
      "ENTOLLSTATIONHEX": "43015A01",
      "ENTIME": "2026-04-22 01:20:16",
      "OPERATORNO": "04100723",
      "AXLECOUNT": 5,
      "TRANSPAYTYPE": 1,
      "ENLANETYPE": 1,
      "ENAXLECOUNT": 5,
      "PASSID": "013701250523630026557320260422012016",
      "POSTBALANCE": 4291017872,
      "USERTYPE": 27,
      "MEDIANO": "3701015600251503",
      "TERMINALNO": "21430003B85E",
      "FEEMILEAGE": 151963,
      "SHORTFEEMILEAGE": 151963,
      "ROADID": 93,
      "TOTALCOUNT": 16,
      "DISCOUNTFEE": 1260,
      "PROVINCESTARTHEX": "000000",
      "SQUADDATE": "2026-04-22 00:00:00",
      "TERMINALTRANSNO": "0000F4BE",
      "ETCCARDTYPE": 2,
      "VEHICLESIGNID": "G005543003019020202002026042203000001",
      "EXTOLLROADID": "G0055430030",
      "FEE": 23750,
      "IDENTIFYVEHICLEID": "湘A91230D_5",
      "OBUTOTALAMOUNT": 25010,
      "IDENTIFICATION": 2,
      "EXTOLLSTATIONID": "G0055430030190",
      "LANEID": 220,
      "ROADTIMEFLAG": null,
      "VEHICLEID": "湘A91230D_黄绿双拼色",
      "EXLANETYPE": 3,
      "EXTOLLSTATIONHEX": "43012113",
      "TAC": "A31D4790",
      "ETCCARDMONEY": 23750,
      "PREBALANCE": 4291041622,
      "INVOICEID": null,
      "ENTOLLSTATIONID": null,
      "IMGFILENAME": null,
      "OPCARDNO": "0945391334",
      "EXTOLLLANEHEX": null,
      "ENTOLLSQUAREID": null,
      "ENVEHICLETYPE": null,
      "ENTOLLNETROADID": null,
      "PAYTYPE": null,
      "SPECIALTYPE": "89",
      "ORDERNO": null,
      "CARDBOXNO": null,
      "ENTOLLROADID": null,
      "ENVEHICLEID": null,
      "ALGORITHMIDENTIFIER": 2,
      "EXWEIGHT": 42760,
      "DESCRIPTION": "湖南学士站站入至湖南白马站站出",
      "EXVEHICLECLASS": null,
      "ENWEIGHT": 38260,
      "REDUCESERIALNO": null,
      "OPSELCETCODE": null,
      "EXVEHICLEID": null,
      "CARDSELCETCODE": "5",
      "EXVEHICLETYPE": null,
      "VEHPASSSELCETCODE": null,
      "MULTIPROVINCE": null,
      "ENVEHICLECLASS": null,
      "plateColorCode": "5",
      "ex_toll_station_name": null
    },
    "strokeList": [
      {
        "last_station_no": "G0055430030190",
        "axlecount": "5",
        "en_station_no": "S0040430010010",
        "ex_pic_vehicle": "湘A91230D",
        "split_amount": "23750",
        "media_type_name": "OBU",
        "ex_fee_type_name": "省中心在线服务计费",
        "last_station_name": "湖南白马站",
        "issue_province_name": "山东省",
        "first_gantry_name": "学士（入口）",
        "media_type": "1",
        "identify_vehicle_no": "湘A91230D_5",
        "loss_amount": "8994",
        "en_station_name": "湖南学士站",
        "mileage": "151963",
        "first_station_no": "S0040430010010",
        "ex_vehicle": "湘A91230D",
        "all_min_amount": "32744",
        "cpc_vehicle_type": "16",
        "min_amount": "32744",
        "etc_card_no": "37012505236300265573",
        "pass_cnt_manual": "4",
        "last_gantry_no": "G005543003004220010",
        "en_pic_vehicle": "湘A91230D",
        "media_no": "3701015600251503",
        "disc_amount": "1260",
        "ai_audit_info": "车辆【湘A91230D_5】持OBU从【2026-04-22 01:20:16湖南学士站】到【2026-04-22 03:21:38湖南白马站】，按【五型货车】收费，【省中心在线服务计费】实收【237.50元】，通过近几个月MTC出口交易数据判断该车可能为【六型货车】,疑为大车小标。以最小费额减去实收金额得出预估损失【89.94元】。参考OBU编码【3701015600251503】，发行省份【山东省】,通行标识【013701250523630026557320260422012016】。",
        "vehicle_class": "27",
        "ex_fee_type": "4",
        "first_trans_time": "2026-04-22 01:20:16",
        "if_prov_split": "1",
        "statis_date": "20260422",
        "en_vehicle": "湘A91230D",
        "pass_id": "013701250523630026557320260422012016",
        "ex_prov_name": "湖南省",
        "if_multi_prov": "0",
        "last_trans_time": "2026-04-22 03:21:38",
        "ex_station_no": "G0055430030190",
        "cpc_vehicle_type_name": "六型货车",
        "ex_time": "2026-04-22 03:21:38",
        "load_time": "2026-04-24 10:41:14",
        "vehicle_class_name": "货车列车或半挂汽车列车",
        "en_time": "2026-04-22 01:20:16",
        "label_name": "大车小标",
        "amount": "23750",
        "first_station_name": "湖南学士站",
        "vehicle_type_name": "五型货车",
        "vehicle_no": "湘A91230D_5",
        "pay_amount": "25010",
        "end_time": "2026-04-22 03:21:38",
        "vehicle_type": "15",
        "begin_time": "2026-04-22 01:20:16",
        "last_gantry_name": "白马（出口）",
        "first_gantry_no": "S004043001000110010",
        "vehicle_sign": "0xff",
        "price_diff": "0.27",
        "data_priority": "10",
        "ex_prov_no": "43",
        "ex_station_name": "湖南白马站",
        "label_code": "101",
        "issue_province": "37"
      }
    ],
    "queryModel": {
      "startTime": "2026-04-22 01:20:16",
      "endTime": "2026-04-22 03:21:38",
      "passId": "013701250523630026557320260422012016",
      "stationId": null,
      "vehPlate": "湘A91230D",
      "accountType": null,
      "vehPlateColor": null,
      "vehType": null,
      "sort": null,
      "start": 0,
      "rows": 0,
      "source": null,
      "tradeType": null,
      "timeNum": null,
      "tradeId": null,
      "gantryId": null,
      "picId": null,
      "stationType": null,
      "mediaType": "1",
      "exVehPlates": null,
      "shootPosition": null,
      "pre_passid": "",
      "enVehicle": "湘A91230D",
      "exVehicle": "湘A91230D",
      "enPicVehicle": "湘A91230D",
      "exPicVehicle": "湘A91230D"
    },
    "evidence": [
      {
        "order_id": "GDA2026042408033800",
        "pass_id": null,
        "id": "6a3e658586a4428ebd9e0366a62fd889",
        "type": "其他",
        "path": "1.bmp",
        "status": "1",
        "module": null
      },
      {
        "order_id": "GDA2026042408033800",
        "pass_id": null,
        "id": "e1b44aa2676f47e6887ed28b6ddf2cdd",
        "type": "其他",
        "path": "3.bmp",
        "status": "1",
        "module": null
      }
    ],
    "evidenceLib": [
      {
        "order_id": "GDA2026042408033800",
        "id": "6a3e658586a4428ebd9e0366a62fd889",
        "path": "1.bmp",
        "status": null,
        "libId": "102",
        "evidenceName": "排除嫌疑证据",
        "extid": "1882901",
        "passId": null
      },
      {
        "order_id": "GDA2026042408033800",
        "id": "e1b44aa2676f47e6887ed28b6ddf2cdd",
        "path": "3.bmp",
        "status": null,
        "libId": "102",
        "evidenceName": "排除嫌疑证据",
        "extid": "1882903",
        "passId": null
      }
    ],
    "fusePathVoList": [
      {
        "passId": "013701250523630026557320260422012016",
        "gantryId": "S004043001000110010",
        "gantryName": "学士（入口）",
        "time": "2026-04-22 01:20:16",
        "tradeResult": "0",
        "fee": 733,
        "tradeId": "S0040430010001100102026042201200020",
        "picId": null,
        "type": "trade",
        "picTime": null,
        "tradeTime": "2026-04-22 01:20:16",
        "lng": "112.89322000",
        "lat": "28.14126300",
        "gantryType": "3",
        "roadSectionName": "长潭西高速",
        "flag": "2",
        "gantryHex": "485A01",
        "feeMileage": 4844,
        "matching": 1,
        "tollintervalid": null,
        "tollintervalName": null,
        "payFee": null,
        "feeVehicleType": null,
        "realFee": null,
        "discountFee": null,
        "cardId": "3701015600251503",
        "mediaType": "1",
        "mediaTypeName": "OBU",
        "specialType": "",
        "specialTypeName": null,
        "vehicleId": "湘A91230D_5",
        "sourceName": null,
        "gantryOrderNum": "1",
        "gantryOrderNumName": "上行"
      },
      {
        "passId": "013701250523630026557320260422012016",
        "gantryId": "S004043001000420010",
        "gantryName": "含浦互通立交-赤江互通立交1",
        "time": "2026-04-22 01:21:58",
        "tradeResult": "0",
        "fee": 299,
        "tradeId": "S0040430010004200102026042201100022",
        "picId": "S0040430010004200101042026042201000038",
        "type": "trade",
        "picTime": "2026-04-22 01:21:59",
        "tradeTime": "2026-04-22 01:21:58",
        "lng": "112.88428700",
        "lat": "28.13210100",
        "gantryType": "0",
        "roadSectionName": "长潭西高速",
        "flag": "1",
        "gantryHex": "495A02",
        "feeMileage": 1980,
        "matching": 1,
        "tollintervalid": null,
        "tollintervalName": null,
        "payFee": null,
        "feeVehicleType": null,
        "realFee": null,
        "discountFee": null,
        "cardId": "3701015600251503",
        "mediaType": "1",
        "mediaTypeName": "OBU",
        "specialType": "195",
        "specialTypeName": "前序没有交易成功的门架",
        "vehicleId": "湘A91230D_5",
        "sourceName": null,
        "gantryOrderNum": "2",
        "gantryOrderNumName": "下行"
      },
      {
        "passId": "013701250523630026557320260422012016",
        "gantryId": "S005043001000420010",
        "gantryName": "赤江互通立交-道林站1",
        "time": "2026-04-22 01:27:07",
        "tradeResult": "0",
        "fee": 2252,
        "tradeId": "S0050430010004200102026042201200038",
        "picId": "S0050430010004200101042026042201000041",
        "type": "trade",
        "picTime": "2026-04-22 01:27:08",
        "tradeTime": "2026-04-22 01:27:07",
        "lng": "112.84171600",
        "lat": "28.12235800",
        "gantryType": "0",
        "roadSectionName": "长韶娄高速",
        "flag": "1",
        "gantryHex": "495C03",
        "feeMileage": 14548,
        "matching": 1,
        "tollintervalid": null,
        "tollintervalName": null,
        "payFee": null,
        "feeVehicleType": null,
        "realFee": null,
        "discountFee": null,
        "cardId": "3701015600251503",
        "mediaType": "1",
        "mediaTypeName": "OBU",
        "specialType": "",
        "specialTypeName": null,
        "vehicleId": "湘A91230D_5",
        "sourceName": null,
        "gantryOrderNum": "2",
        "gantryOrderNumName": "下行"
      },
      {
        "passId": "013701250523630026557320260422012016",
        "gantryId": "S005043001000820010",
        "gantryName": "道林站-花明楼站1",
        "time": "2026-04-22 01:38:16",
        "tradeResult": "0",
        "fee": 1608,
        "tradeId": "S0050430010008200102026042201100046",
        "picId": "S0050430010008200101012026042201000019",
        "type": "trade",
        "picTime": "2026-04-22 01:38:16",
        "tradeTime": "2026-04-22 01:38:16",
        "lng": "112.73043200",
        "lat": "28.06002100",
        "gantryType": "0",
        "roadSectionName": "长韶娄高速",
        "flag": "1",
        "gantryHex": "495C06",
        "feeMileage": 10386,
        "matching": 1,
        "tollintervalid": null,
        "tollintervalName": null,
        "payFee": null,
        "feeVehicleType": null,
        "realFee": null,
        "discountFee": null,
        "cardId": "3701015600251503",
        "mediaType": "1",
        "mediaTypeName": "OBU",
        "specialType": "",
        "specialTypeName": null,
        "vehicleId": "湘A91230D_5",
        "sourceName": null,
        "gantryOrderNum": "2",
        "gantryOrderNumName": "下行"
      },
      {
        "passId": "013701250523630026557320260422012016",
        "gantryId": "S005043001001020010",
        "gantryName": "花明楼站-韶山北互通立交1",
        "time": "2026-04-22 01:45:08",
        "tradeResult": "0",
        "fee": 1176,
        "tradeId": "S0050430010010200102026042201100050",
        "picId": "S0050430010010200101022026042201000042",
        "type": "trade",
        "picTime": "2026-04-22 01:45:10",
        "tradeTime": "2026-04-22 01:45:08",
        "lng": "112.64029500",
        "lat": "28.05007300",
        "gantryType": "0",
        "roadSectionName": "长韶娄高速",
